Emotion,Eccentricity,Reaction Time (Median)
E1,0,0.230621799999426
E1,4,0.25875580000011666
E1,8,0.2178049499989356
E1,16,0.2777071000000433
E2,0,0.3752879250005208
E2,4,0.3746949000051245
E2,8,0.3199930000118911
E2,16,0.3774942000163719
E3,0,0.3751197000001411
E3,4,0.3793348000008336
E3,8,0.3950097999995705
E3,16,0.3773483500001475
